"","x"
"9619","SLC37A1"
"9620","SLC37A2"
"9621","SLC37A3"
"9622","SLC37A4"
"9623","SLC38A1"
"9624","SLC38A10"
"9625","SLC38A2"
"9626","SLC38A5"
"9627","SLC38A6"
"9628","SLC38A7"
"9629","SLC38A9"
"9630","SLC39A1"
"9631","SLC39A10"
"9632","SLC39A11"
"9633","SLC39A13"
"9634","SLC39A14"
"9635","SLC39A3"
"9636","SLC39A4"
"9637","SLC39A6"
"9638","SLC39A7"
"9639","SLC39A8"
"9640","SLC39A9"
"9641","SLC3A1"
"9642","SLC3A2"
"9643","SLC40A1"
"9644","SLC41A1"
"9645","SLC41A2"
"9646","SLC41A3"
"9647","SLC43A1"
"9648","SLC43A2"
"9649","SLC43A3"
"9650","SLC44A1"
"9651","SLC44A2"
"9652","SLC45A4"
"9653","SLC46A2"
"9654","SLC46A3"
"9655","SLC48A1"
"9656","SLC4A10"
"9657","SLC4A1AP"
"9658","SLC4A2"
"9659","SLC4A4"
"9660","SLC4A7"
"9661","SLC4A8"
"9662","SLC50A1"
"9663","SLC51A"
"9664","SLC52A2"
"9665","SLC5A2"
"9666","SLC5A3"
"9667","SLC5A5"
"9668","SLC5A6"
"9669","SLC6A16"
"9670","SLC6A6"
"9671","SLC7A1"
"9672","SLC7A5"
"9673","SLC7A6"
"9674","SLC7A6OS"
"9675","SLC7A7"
"9676","SLC8A1"
"9677","SLC8B1"
"9678","SLC9A1"
"9679","SLC9A3R1"
"9680","SLC9A3R2"
"9681","SLC9A6"
"9682","SLC9A7"
"9683","SLC9A8"
"9684","SLC9A9"
"9685","SLC9B1"
"9686","SLC9B2"
"9687","SLCO3A1"
"9688","SLCO4C1"
"9689","SLFN11"
"9690","SLFN12"
"9691","SLFN12L"
"9692","SLFN13"
"9693","SLFN5"
"9694","SLIRP"
"9695","SLITRK4"
"9696","SLK"
"9697","SLMAP"
"9698","SLTM"
"9699","SLU7"
"9700","SLX4"
"9701","SLX4IP"
"9702","SMAD1"
"9703","SMAD2"
"9704","SMAD3"
"9705","SMAD4"
"9706","SMAD5"
"9707","SMAD7"
"9708","SMAGP"
"9709","SMAP1"
"9710","SMAP2"
"9711","SMARCA2"
"9712","SMARCA4"
"9713","SMARCA5"
"9714","SMARCAD1"
"9715","SMARCAL1"
"9716","SMARCB1"
"9717","SMARCC1"
"9718","SMARCC2"
"9719","SMARCD1"
"9720","SMARCD2"
"9721","SMARCD3"
"9722","SMARCE1"
"9723","SMC1A"
"9724","SMC2"
"9725","SMC3"
"9726","SMC4"
"9727","SMC5"
"9728","SMC6"
"9729","SMCHD1"
"9730","SMCO4"
"9731","SMCR5"
"9732","SMDT1"
"9733","SMG1"
"9734","SMG5"
"9735","SMG6"
"9736","SMG7"
"9737","SMG8"
"9738","SMG9"
"9739","SMIM1"
"9740","SMIM10"
"9741","SMIM12"
"9742","SMIM13"
"9743","SMIM14"
"9744","SMIM15"
"9745","SMIM19"
"9746","SMIM20"
"9747","SMIM4"
"9748","SMIM5"
"9749","SMIM7"
"9750","SMIM8"
"9751","SMKR1"
"9752","SMN1"
"9753","SMN2"
"9754","SMNDC1"
"9755","SMOX"
"9756","SMPD1"
"9757","SMPD2"
"9758","SMPD3"
"9759","SMPD4"
"9760","SMPDL3A"
"9761","SMPDL3B"
"9762","SMS"
"9763","SMTN"
"9764","SMU1"
"9765","SMUG1"
"9766","SMURF1"
"9767","SMURF2"
"9768","SMYD2"
"9769","SMYD3"
"9770","SMYD4"
"9771","SMYD5"
"9772","SNAI3"
"9773","SNAI3-AS1"
"9774","SNAP23"
"9775","SNAP29"
"9776","SNAP47"
"9777","SNAPC1"
"9778","SNAPC2"
"9779","SNAPC3"
"9780","SNAPC4"
"9781","SNAPC5"
"9782","SNAPIN"
"9783","SNCA"
"9784","SNCG"
"9785","SND1"
"9786","SNED1"
"9787","SNF8"
"9788","SNHG10"
"9789","SNHG12"
"9790","SNHG15"
"9791","SNHG7"
"9792","SNHG8"
"9793","SNHG9"
"9794","SNIP1"
"9795","SNN"
"9796","SNPH"
"9797","SNRK"
"9798","SNRNP200"
"9799","SNRNP25"
"9800","SNRNP27"
"9801","SNRNP35"
"9802","SNRNP40"
"9803","SNRNP48"
"9804","SNRNP70"
"9805","SNRPA"
"9806","SNRPA1"
"9807","SNRPB"
"9808","SNRPB2"
"9809","SNRPC"
"9810","SNRPD1"
"9811","SNRPD2"
"9812","SNRPD3"
"9813","SNRPE"
"9814","SNRPF"
"9815","SNRPG"
"9816","SNRPN"
"9817","SNTA1"
"9818","SNTB1"
"9819","SNTB2"
"9820","SNUPN"
"9821","SNW1"
"9822","SNX1"
"9823","SNX10"
"9824","SNX11"
"9825","SNX12"
"9826","SNX13"
"9827","SNX14"
"9828","SNX16"
"9829","SNX17"
"9830","SNX18"
"9831","SNX19"
"9832","SNX2"
"9833","SNX20"
"9834","SNX21"
"9835","SNX22"
"9836","SNX24"
"9837","SNX25"
"9838","SNX27"
"9839","SNX29"
"9840","SNX3"
"9841","SNX30"
"9842","SNX32"
"9843","SNX33"
"9844","SNX4"
"9845","SNX5"
"9846","SNX6"
"9847","SNX8"
"9848","SNX9"
"9849","SOAT1"
"9850","SOCS1"
"9851","SOCS2"
"9852","SOCS3"
"9853","SOCS4"
"9854","SOCS5"
"9855","SOCS6"
"9856","SOCS7"
"9857","SOD1"
"9858","SOD2"
"9859","SOGA1"
"9860","SON"
"9861","SORBS2"
"9862","SORBS3"
"9863","SORD"
"9864","SORL1"
"9865","SORT1"
"9866","SOS1"
"9867","SOS2"
"9868","SOWAHD"
"9869","SOX12"
"9870","SOX13"
"9871","SOX15"
"9872","SOX4"
"9873","SOX6"
"9874","SP1"
"9875","SP100"
"9876","SP110"
"9877","SP140"
"9878","SP140L"
"9879","SP2"
"9880","SP3"
"9881","SP4"
"9882","SPA17"
"9883","SPAG1"
"9884","SPAG16"
"9885","SPAG4"
"9886","SPAG5"
"9887","SPAG7"
"9888","SPAG8"
"9889","SPAG9"
"9890","SPARC"
"9891","SPAST"
"9892","SPATA13"
"9893","SPATA2"
"9894","SPATA20"
"9895","SPATA24"
"9896","SPATA2L"
"9897","SPATA33"
"9898","SPATA41"
"9899","SPATA5"
"9900","SPATA5L1"
"9901","SPATA6"
"9902","SPATA6L"
"9903","SPATA7"
"9904","SPATC1L"
"9905","SPATS2"
"9906","SPATS2L"
"9907","SPC24"
"9908","SPCS1"
"9909","SPCS2"
"9910","SPCS3"
"9911","SPDL1"
"9912","SPDYE3"
"9913","SPECC1"
"9914","SPECC1L"
"9915","SPEF2"
"9916","SPEG"
"9917","SPEN"
"9918","SPG11"
"9919","SPG20"
"9920","SPG21"
"9921","SPG7"
"9922","SPHK1"
"9923","SPHK2"
"9924","SPI1"
"9925","SPIB"
"9926","SPICE1"
"9927","SPIDR"
"9928","SPIN1"
"9929","SPIN2B"
"9930","SPIN3"
"9931","SPIN4"
"9932","SPINK2"
"9933","SPINT1"
"9934","SPINT2"
"9935","SPIRE1"
"9936","SPIRE2"
"9937","SPN"
"9938","SPNS1"
"9939","SPNS3"
"9940","SPOCK2"
"9941","SPON1"
"9942","SPON2"
"9943","SPOP"
"9944","SPOPL"
"9945","SPPL2A"
"9946","SPPL2B"
"9947","SPPL3"
"9948","SPR"
"9949","SPRED1"
"9950","SPRED2"
"9951","SPRTN"
"9952","SPRY1"
"9953","SPRY2"
"9954","SPRY3"
"9955","SPRYD3"
"9956","SPRYD4"
"9957","SPRYD7"
"9958","SPSB1"
"9959","SPSB2"
"9960","SPSB3"
"9961","SPTAN1"
"9962","SPTB"
"9963","SPTBN1"
"9964","SPTLC1"
"9965","SPTLC2"
"9966","SPTSSA"
"9967","SPTSSB"
"9968","SPTY2D1"
"9969","SPTY2D1-AS1"
"9970","SQLE"
"9971","SQRDL"
"9972","SQSTM1"
"9973","SRA1"
"9974","SRBD1"
"9975","SRC"
"9976","SRCAP"
"9977","SRD5A1"
"9978","SRD5A3"
"9979","SREBF1"
"9980","SREBF2"
"9981","SREK1"
"9982","SREK1IP1"
"9983","SRF"
"9984","SRFBP1"
"9985","SRGAP2"
"9986","SRGAP3"
"9987","SRGN"
"9988","SRI"
"9989","SRM"
"9990","SRP14"
"9991","SRP14-AS1"
"9992","SRP19"
"9993","SRP54"
"9994","SRP68"
"9995","SRP72"
"9996","SRP9"
"9997","SRPK1"
"9998","SRPK2"
"9999","SRPRB"
"10000","SRR"
"10001","SRRD"
"10002","SRRM1"
"10003","SRRM2"
"10004","SRRM2-AS1"
"10005","SRRT"
"10006","SRSF1"
"10007","SRSF11"
"10008","SRSF2"
"10009","SRSF3"
"10010","SRSF4"
"10011","SRSF5"
"10012","SRSF6"
"10013","SRSF7"
"10014","SRSF9"
"10015","SS18"
"10016","SS18L1"
"10017","SS18L2"
"10018","SSB"
"10019","SSBP1"
"10020","SSBP2"
"10021","SSBP3"
"10022","SSBP4"
"10023","SSC5D"
"10024","SSFA2"
"10025","SSH1"
"10026","SSH2"
"10027","SSH3"
"10028","SSNA1"
"10029","SSR1"
"10030","SSR2"
"10031","SSR3"
"10032","SSR4"
"10033","SSRP1"
"10034","SSSCA1"
"10035","SSU72"
"10036","SSX2IP"
"10037","ST13"
"10038","ST14"
"10039","ST20"
"10040","ST3GAL1"
"10041","ST3GAL2"
"10042","ST3GAL3"
"10043","ST3GAL4"
"10044","ST3GAL5"
"10045","ST3GAL6"
"10046","ST5"
"10047","ST6GAL1"
"10048","ST6GALNAC1"
"10049","ST6GALNAC2"
"10050","ST6GALNAC3"
"10051","ST6GALNAC4"
"10052","ST6GALNAC6"
"10053","ST7"
"10054","ST7L"
"10055","ST8SIA1"
"10056","ST8SIA4"
"10057","ST8SIA6"
"10058","STAB1"
"10059","STAC3"
"10060","STAG1"
"10061","STAG2"
"10062","STAG3"
"10063","STAM"
"10064","STAM2"
"10065","STAMBP"
"10066","STAMBPL1"
"10067","STAP1"
"10068","STAP2"
"10069","STARD10"
"10070","STARD3"
"10071","STARD3NL"
"10072","STARD4"
"10073","STARD4-AS1"
"10074","STARD5"
"10075","STARD7"
"10076","STARD9"
"10077","STAT1"
"10078","STAT2"
"10079","STAT3"
"10080","STAT4"
"10081","STAT5A"
"10082","STAT5B"
"10083","STAT6"
"10084","STAU1"
"10085","STAU2"
"10086","STEAP3"
"10087","STEAP4"
"10088","STIM1"
"10089","STIM2"
"10090","STIP1"
"10091","STK10"
"10092","STK11"
"10093","STK11IP"
"10094","STK16"
"10095","STK17A"
"10096","STK17B"
"10097","STK19"
"10098","STK24"
"10099","STK25"
"10100","STK3"
"10101","STK32C"
"10102","STK33"
"10103","STK35"
"10104","STK38"
"10105","STK38L"
"10106","STK39"
"10107","STK4"
"10108","STK40"
"10109","STMN1"
"10110","STMN3"
"10111","STOM"
"10112","STOML1"
"10113","STOML2"
"10114","STON1"
"10115","STPG1"
"10116","STRA13"
"10117","STRADA"
"10118","STRADB"
"10119","STRAP"
"10120","STRBP"
"10121","STRIP1"
"10122","STRN"
"10123","STRN3"
"10124","STRN4"
"10125","STS"
"10126","STT3A"
"10127","STT3B"
"10128","STUB1"
"10129","STX10"
"10130","STX11"
"10131","STX12"
"10132","STX16"
"10133","STX17"
"10134","STX18"
"10135","STX18-AS1"
"10136","STX1A"
"10137","STX2"
"10138","STX3"
"10139","STX4"
"10140","STX5"
"10141","STX6"
"10142","STX7"
"10143","STX8"
"10144","STXBP1"
"10145","STXBP2"
"10146","STXBP3"
"10147","STXBP4"
"10148","STXBP5"
"10149","STXBP5-AS1"
"10150","STYX"
"10151","STYXL1"
"10152","SUB1"
"10153","SUCLA2"
"10154","SUCLG1"
"10155","SUCLG2"
"10156","SUCO"
"10157","SUDS3"
"10158","SUFU"
"10159","SUGP1"
"10160","SUGP2"
"10161","SUGT1"
"10162","SULF2"
"10163","SULT1A1"
"10164","SULT1B1"
"10165","SUMF1"
"10166","SUMF2"
"10167","SUMO1"
"10168","SUMO2"
"10169","SUMO3"
"10170","SUMO4"
"10171","SUN1"
"10172","SUN2"
"10173","SUOX"
"10174","SUPT16H"
"10175","SUPT20H"
"10176","SUPT3H"
"10177","SUPT4H1"
"10178","SUPT5H"
"10179","SUPT6H"
"10180","SUPT7L"
"10181","SUPV3L1"
"10182","SURF1"
"10183","SURF2"
"10184","SURF4"
"10185","SURF6"
"10186","SUSD1"
"10187","SUSD3"
"10188","SUV39H1"
"10189","SUV39H2"
"10190","SUZ12"
"10191","SV2A"
"10192","SVIL"
"10193","SVIP"
"10194","SVOPL"
"10195","SWAP70"
"10196","SWI5"
"10197","SWSAP1"
"10198","SWT1"
"10199","SYAP1"
"10200","SYCE1L"
"10201","SYCE2"
"10202","SYCP2"
"10203","SYCP3"
"10204","SYDE2"
"10205","SYF2"
"10206","SYK"
"10207","SYMPK"
"10208","SYNC"
"10209","SYNCRIP"
"10210","SYNE1"
"10211","SYNE2"
"10212","SYNE3"
"10213","SYNE4"
"10214","SYNGAP1"
"10215","SYNGR1"
"10216","SYNGR2"
"10217","SYNGR3"
"10218","SYNJ1"
"10219","SYNJ2"
"10220","SYNJ2BP"
"10221","SYNM"
"10222","SYNRG"
"10223","SYP"
"10224","SYPL1"
"10225","SYS1"
"10226","SYT11"
"10227","SYT17"
"10228","SYT5"
"10229","SYTL1"
"10230","SYTL2"
"10231","SYTL3"
"10232","SYVN1"
"10233","SZRD1"
"10234","SZT2"
"10235","TAB1"
"10236","TAB2"
"10237","TAB3"
"10238","TACC1"
"10239","TACC3"
"10240","TACO1"
"10241","TADA1"
"10242","TADA2A"
"10243","TADA2B"
"10244","TADA3"
"10245","TAF1"
"10246","TAF10"
"10247","TAF11"
"10248","TAF12"
"10249","TAF13"
"10250","TAF15"
"10251","TAF1A"
"10252","TAF1B"
"10253","TAF1C"
"10254","TAF1D"
"10255","TAF2"
"10256","TAF3"
"10257","TAF4"
"10258","TAF4B"
"10259","TAF5"
"10260","TAF5L"
"10261","TAF6"
"10262","TAF6L"
"10263","TAF7"
"10264","TAF8"
"10265","TAF9"
"10266","TAF9B"
"10267","TAGAP"
"10268","TAGLN"
"10269","TAGLN2"
"10270","TAL1"
"10271","TALDO1"
"10272","TAMM41"
"10273","TANC2"
"10274","TANGO2"
"10275","TANGO6"
"10276","TANK"
"10277","TAOK1"
"10278","TAOK2"
"10279","TAOK3"
"10280","TAP1"
"10281","TAPBP"
"10282","TAPBPL"
"10283","TAPT1"
"10284","TAPT1-AS1"
"10285","TARBP1"
"10286","TARBP2"
"10287","TARDBP"
"10288","TARS"
"10289","TARS2"
"10290","TARSL2"
"10291","TAS2R14"
"10292","TASP1"
"10293","TATDN1"
"10294","TATDN2"
"10295","TATDN3"
"10296","TAX1BP1"
"10297","TAX1BP3"
"10298","TAZ"
"10299","TBC1D1"
"10300","TBC1D10A"
"10301","TBC1D10B"
"10302","TBC1D10C"
"10303","TBC1D12"
"10304","TBC1D13"
"10305","TBC1D14"
"10306","TBC1D15"
"10307","TBC1D16"
"10308","TBC1D17"
"10309","TBC1D19"
"10310","TBC1D2"
"10311","TBC1D20"
"10312","TBC1D22A"
"10313","TBC1D22B"
"10314","TBC1D23"
"10315","TBC1D24"
"10316","TBC1D25"
"10317","TBC1D2B"
"10318","TBC1D30"
"10319","TBC1D31"
"10320","TBC1D32"
"10321","TBC1D4"
"10322","TBC1D5"
"10323","TBC1D7"
"10324","TBC1D8"
"10325","TBC1D9"
"10326","TBC1D9B"
"10327","TBCA"
"10328","TBCB"
"10329","TBCC"
"10330","TBCCD1"
"10331","TBCD"
"10332","TBCE"
"10333","TBCEL"
"10334","TBCK"
"10335","TBK1"
"10336","TBKBP1"
"10337","TBL1X"
"10338","TBL1XR1"
"10339","TBL2"
"10340","TBL3"
"10341","TBP"
"10342","TBPL1"
"10343","TBRG1"
"10344","TBRG4"
"10345","TBX19"
"10346","TBX21"
"10347","TBX6"
"10348","TBXA2R"
"10349","TBXAS1"
"10350","TC2N"
"10351","TCAIM"
"10352","TCAP"
"10353","TCEA1"
"10354","TCEA2"
"10355","TCEA3"
"10356","TCEAL1"
"10357","TCEAL3"
"10358","TCEAL4"
"10359","TCEAL8"
"10360","TCEANC"
"10361","TCEANC2"
"10362","TCEB1"
"10363","TCEB2"
"10364","TCEB3"
"10365","TCERG1"
"10366","TCF12"
"10367","TCF19"
"10368","TCF20"
"10369","TCF25"
"10370","TCF3"
"10371","TCF4"
"10372","TCF7"
"10373","TCF7L2"
"10374","TCFL5"
"10375","TCHP"
"10376","TCIRG1"
"10377","TCL1A"
"10378","TCN2"
"10379","TCOF1"
"10380","TCP1"
"10381","TCP11L1"
"10382","TCP11L2"
"10383","TCTA"
"10384","TCTEX1D2"
"10385","TCTEX1D4"
"10386","TCTN1"
"10387","TCTN2"
"10388","TCTN3"
"10389","TDG"
"10390","TDP1"
"10391","TDP2"
"10392","TDRD3"
"10393","TDRD7"
"10394","TDRD9"
"10395","TDRKH"
"10396","TEC"
"10397","TECPR1"
"10398","TECPR2"
"10399","TECR"
"10400","TEF"
"10401","TEFM"
"10402","TELO2"
"10403","TENM1"
"10404","TEP1"
"10405","TEPP"
"10406","TERF1"
"10407","TERF2"
"10408","TERF2IP"
"10409","TES"
"10410","TESC"
"10411","TESK1"
"10412","TESK2"
"10413","TESPA1"
"10414","TET1"
"10415","TET2"
"10416","TET3"
"10417","TEX10"
"10418","TEX12"
"10419","TEX14"
"10420","TEX2"
"10421","TEX22"
"10422","TEX261"
"10423","TEX264"
"10424","TEX30"
"10425","TEX9"
"10426","TFAM"
"10427","TFAP2E"
"10428","TFAP4"
"10429","TFB1M"
"10430","TFB2M"
"10431","TFCP2"
"10432","TFDP1"
"10433","TFDP2"
"10434","TFE3"
"10435","TFEB"
"10436","TFEC"
"10437","TFG"
"10438","TFIP11"
"10439","TFPT"
"10440","TFR2"
"10441","TFRC"
"10442","TGDS"
"10443","TGFA"
"10444","TGFB1"
"10445","TGFB1I1"
"10446","TGFB3"
"10447","TGFBI"
"10448","TGFBR1"
"10449","TGFBR2"
"10450","TGFBR3"
"10451","TGFBR3L"
"10452","TGFBRAP1"
"10453","TGIF1"
"10454","TGIF2"
"10455","TGOLN2"
"10456","TGS1"
"10457","THADA"
"10458","THAP1"
"10459","THAP11"
"10460","THAP2"
"10461","THAP3"
"10462","THAP4"
"10463","THAP5"
"10464","THAP6"
"10465","THAP7"
"10466","THAP7-AS1"
"10467","THAP8"
"10468","THAP9"
"10469","THAP9-AS1"
"10470","THBS1"
"10471","THBS3"
"10472","THEM4"
"10473","THEM6"
"10474","THEMIS"
"10475","THEMIS2"
"10476","THG1L"
"10477","THNSL1"
"10478","THOC1"
"10479","THOC2"
"10480","THOC3"
"10481","THOC5"
"10482","THOC6"
"10483","THOC7"
"10484","THOP1"
"10485","THRA"
"10486","THRAP3"
"10487","THUMPD1"
"10488","THUMPD2"
"10489","THUMPD3"
"10490","THYN1"
"10491","TIA1"
"10492","TIAL1"
"10493","TIAM1"
"10494","TIAM2"
"10495","TICAM1"
"10496","TIE1"
"10497","TIFA"
"10498","TIGD1"
"10499","TIGD2"
"10500","TIGD3"
"10501","TIGD5"
"10502","TIGD6"
"10503","TIGD7"
"10504","TIGIT"
"10505","TIMD4"
"10506","TIMELESS"
"10507","TIMM10"
"10508","TIMM13"
"10509","TIMM17A"
"10510","TIMM17B"
"10511","TIMM21"
"10512","TIMM22"
"10513","TIMM23"
"10514","TIMM44"
"10515","TIMM50"
"10516","TIMM8A"
"10517","TIMM8B"
"10518","TIMM9"
"10519","TIMMDC1"
"10520","TIMP1"
"10521","TIMP2"
"10522","TINF2"
"10523","TIPARP"
"10524","TIPARP-AS1"
"10525","TIPIN"
"10526","TIPRL"
"10527","TIRAP"
"10528","TJAP1"
"10529","TJP2"
"10530","TJP3"
"10531","TK1"
"10532","TK2"
"10533","TKT"
"10534","TKTL1"
"10535","TLCD1"
"10536","TLDC1"
"10537","TLE1"
"10538","TLE2"
"10539","TLE3"
"10540","TLE4"
"10541","TLK1"
"10542","TLK2"
"10543","TLN1"
"10544","TLN2"
"10545","TLR1"
"10546","TLR10"
"10547","TLR2"
"10548","TLR4"
"10549","TLR5"
"10550","TLR6"
"10551","TLR7"
"10552","TLR8"
"10553","TM2D1"
"10554","TM2D2"
"10555","TM2D3"
"10556","TM4SF19-AS1"
"10557","TM6SF1"
"10558","TM7SF2"
"10559","TM7SF3"
"10560","TM9SF2"
"10561","TM9SF3"
"10562","TM9SF4"
"10563","TMA16"
"10564","TMA7"
"10565","TMBIM1"
"10566","TMBIM6"
"10567","TMC4"
"10568","TMC6"
"10569","TMC8"
"10570","TMCC1"
"10571","TMCC1-AS1"
"10572","TMCC3"
"10573","TMCO1"
"10574","TMCO3"
"10575","TMCO4"
"10576","TMCO6"
"10577","TMED1"
"10578","TMED10"
"10579","TMED2"
"10580","TMED3"
"10581","TMED4"
"10582","TMED5"
"10583","TMED7"
"10584","TMED8"
"10585","TMED9"
"10586","TMEM101"
"10587","TMEM102"
"10588","TMEM104"
"10589","TMEM106A"
"10590","TMEM106B"
"10591","TMEM106C"
"10592","TMEM107"
"10593","TMEM109"
"10594","TMEM11"
"10595","TMEM110"
"10596","TMEM115"
"10597","TMEM116"
"10598","TMEM117"
"10599","TMEM120B"
"10600","TMEM121"
"10601","TMEM123"
"10602","TMEM126A"
"10603","TMEM126B"
"10604","TMEM127"
"10605","TMEM128"
"10606","TMEM129"
"10607","TMEM131"
"10608","TMEM134"
"10609","TMEM135"
"10610","TMEM138"
"10611","TMEM140"
"10612","TMEM141"
"10613","TMEM143"
"10614","TMEM144"
"10615","TMEM147"
"10616","TMEM14A"
"10617","TMEM14B"
"10618","TMEM14C"
"10619","TMEM150A"
"10620","TMEM150B"
"10621","TMEM154"
"10622","TMEM156"
"10623","TMEM159"
"10624","TMEM160"
"10625","TMEM161A"
"10626","TMEM161B"
"10627","TMEM161B-AS1"
"10628","TMEM163"
"10629","TMEM164"
"10630","TMEM165"
"10631","TMEM167A"
"10632","TMEM167B"
"10633","TMEM168"
"10634","TMEM169"
"10635","TMEM170A"
"10636","TMEM170B"
"10637","TMEM173"
"10638","TMEM175"
"10639","TMEM176A"
"10640","TMEM176B"
"10641","TMEM177"
"10642","TMEM179B"
"10643","TMEM18"
"10644","TMEM181"
"10645","TMEM182"
"10646","TMEM183A"
"10647","TMEM184B"
"10648","TMEM184C"
"10649","TMEM185A"
"10650","TMEM186"
"10651","TMEM187"
"10652","TMEM189"
"10653","TMEM19"
"10654","TMEM191C"
"10655","TMEM192"
"10656","TMEM199"
"10657","TMEM2"
"10658","TMEM200A"
"10659","TMEM201"
"10660","TMEM203"
"10661","TMEM204"
"10662","TMEM205"
"10663","TMEM206"
"10664","TMEM208"
"10665","TMEM209"
"10666","TMEM214"
"10667","TMEM216"
"10668","TMEM218"
"10669","TMEM219"
"10670","TMEM220"
"10671","TMEM222"
"10672","TMEM223"
"10673","TMEM229B"
"10674","TMEM230"
"10675","TMEM234"
"10676","TMEM237"
"10677","TMEM238"
"10678","TMEM241"
"10679","TMEM242"
"10680","TMEM243"
"10681","TMEM245"
"10682","TMEM248"
"10683","TMEM25"
"10684","TMEM251"
"10685","TMEM254"
"10686","TMEM254-AS1"
"10687","TMEM255B"
"10688","TMEM256"
"10689","TMEM258"
"10690","TMEM259"
"10691","TMEM260"
"10692","TMEM261"
"10693","TMEM30A"
"10694","TMEM30B"
"10695","TMEM33"
"10696","TMEM38A"
"10697","TMEM38B"
"10698","TMEM39A"
"10699","TMEM39B"
"10700","TMEM41A"
"10701","TMEM41B"
"10702","TMEM42"
"10703","TMEM43"
"10704","TMEM44"
"10705","TMEM44-AS1"
"10706","TMEM5"
"10707","TMEM50A"
"10708","TMEM50B"
"10709","TMEM53"
"10710","TMEM55A"
"10711","TMEM55B"
"10712","TMEM57"
"10713","TMEM59"
"10714","TMEM60"
"10715","TMEM62"
"10716","TMEM63A"
"10717","TMEM63B"
"10718","TMEM64"
"10719","TMEM65"
"10720","TMEM67"
"10721","TMEM68"
"10722","TMEM69"
"10723","TMEM70"
"10724","TMEM71"
"10725","TMEM79"
"10726","TMEM80"
"10727","TMEM86A"
"10728","TMEM86B"
"10729","TMEM87A"
"10730","TMEM87B"
"10731","TMEM8A"
"10732","TMEM8B"
"10733","TMEM9"
"10734","TMEM91"
"10735","TMEM97"
"10736","TMEM99"
"10737","TMEM9B"
"10738","TMEM9B-AS1"
"10739","TMF1"
"10740","TMIGD2"
"10741","TMLHE"
"10742","TMOD1"
"10743","TMOD2"
"10744","TMOD3"
"10745","TMPO"
"10746","TMPO-AS1"
"10747","TMPPE"
"10748","TMSB10"
"10749","TMSB15B"
"10750","TMSB4X"
"10751","TMTC2"
"10752","TMTC3"
"10753","TMTC4"
"10754","TMUB1"
"10755","TMUB2"
"10756","TMX1"
"10757","TMX2"
"10758","TMX3"
"10759","TMX4"
"10760","TNF"
"10761","TNFAIP1"
"10762","TNFAIP2"
"10763","TNFAIP3"
"10764","TNFAIP6"
"10765","TNFAIP8"
"10766","TNFAIP8L1"
"10767","TNFAIP8L2"
"10768","TNFRSF10A"
"10769","TNFRSF10B"
"10770","TNFRSF10D"
"10771","TNFRSF11A"
"10772","TNFRSF12A"
"10773","TNFRSF13B"
"10774","TNFRSF13C"
"10775","TNFRSF14"
"10776","TNFRSF17"
"10777","TNFRSF18"
"10778","TNFRSF1A"
"10779","TNFRSF1B"
"10780","TNFRSF21"
"10781","TNFRSF25"
"10782","TNFRSF4"
"10783","TNFRSF8"
"10784","TNFRSF9"
"10785","TNFSF10"
"10786","TNFSF12"
"10787","TNFSF13B"
"10788","TNFSF14"
"10789","TNFSF4"
"10790","TNFSF8"
"10791","TNIK"
"10792","TNIP1"
"10793","TNIP2"
"10794","TNIP3"
"10795","TNK1"
"10796","TNK2"
"10797","TNKS"
"10798","TNKS2"
"10799","TNKS2-AS1"
"10800","TNNC1"
"10801","TNNC2"
"10802","TNNI2"
"10803","TNNT1"
"10804","TNNT3"
"10805","TNPO1"
"10806","TNPO2"
"10807","TNPO3"
"10808","TNRC18"
"10809","TNRC6A"
"10810","TNRC6B"
"10811","TNRC6C"
"10812","TNS3"
"10813","TOB1"
"10814","TOB2"
"10815","TOE1"
"10816","TOLLIP"
"10817","TOLLIP-AS1"
"10818","TOM1"
"10819","TOM1L2"
"10820","TOMM20"
"10821","TOMM22"
"10822","TOMM34"
"10823","TOMM40"
"10824","TOMM40L"
"10825","TOMM5"
"10826","TOMM7"
"10827","TOMM70A"
"10828","TONSL"
"10829","TOP1"
"10830","TOP1MT"
"10831","TOP2A"
"10832","TOP2B"
"10833","TOP3A"
"10834","TOP3B"
"10835","TOPBP1"
"10836","TOPORS"
"10837","TOPORS-AS1"
"10838","TOR1A"
"10839","TOR1AIP1"
"10840","TOR1AIP2"
"10841","TOR1B"
"10842","TOR2A"
"10843","TOR3A"
"10844","TOR4A"
"10845","TOX"
"10846","TOX2"
"10847","TOX4"
"10848","TP53"
"10849","TP53BP1"
"10850","TP53BP2"
"10851","TP53I11"
"10852","TP53I13"
"10853","TP53I3"
"10854","TP53INP1"
"10855","TP53INP2"
"10856","TP53RK"
"10857","TP53TG1"
"10858","TP73-AS1"
"10859","TPCN1"
"10860","TPCN2"
"10861","TPD52"
"10862","TPD52L2"
"10863","TPGS1"
"10864","TPGS2"
"10865","TPI1"
"10866","TPK1"
"10867","TPM1"
"10868","TPM2"
"10869","TPM3"
"10870","TPM4"
"10871","TPMT"
"10872","TPP1"
"10873","TPP2"
"10874","TPPP3"
"10875","TPR"
"10876","TPRA1"
"10877","TPRG1"
"10878","TPRG1L"
"10879","TPRKB"
"10880","TPRN"
"10881","TPST1"
"10882","TPST2"
"10883","TPT1"
"10884","TPT1-AS1"
"10885","TPTEP1"
"10886","TPX2"
