"","x"
"4311","HCG11"
"4312","HCG18"
"4313","HCG25"
"4314","HCG27"
"4315","HCK"
"4316","HCLS1"
"4317","HCST"
"4318","HDAC1"
"4319","HDAC10"
"4320","HDAC11"
"4321","HDAC2"
"4322","HDAC3"
"4323","HDAC4"
"4324","HDAC5"
"4325","HDAC6"
"4326","HDAC7"
"4327","HDAC8"
"4328","HDAC9"
"4329","HDDC2"
"4330","HDDC3"
"4331","HDGF"
"4332","HDHD2"
"4333","HDHD3"
"4334","HDLBP"
"4335","HDX"
"4336","HEATR1"
"4337","HEATR3"
"4338","HEATR5A"
"4339","HEATR5B"
"4340","HEATR6"
"4341","HEBP1"
"4342","HEBP2"
"4343","HECA"
"4344","HECTD1"
"4345","HECTD2"
"4346","HECTD3"
"4347","HECTD4"
"4348","HECW2"
"4349","HEG1"
"4350","HELB"
"4351","HELLS"
"4352","HELQ"
"4353","HELZ"
"4354","HELZ2"
"4355","HEMGN"
"4356","HEMK1"
"4357","HENMT1"
"4358","HERC1"
"4359","HERC2"
"4360","HERC3"
"4361","HERC4"
"4362","HERC5"
"4363","HERC6"
"4364","HERPUD1"
"4365","HERPUD2"
"4366","HES1"
"4367","HES4"
"4368","HES6"
"4369","HEXA"
"4370","HEXB"
"4371","HEXDC"
"4372","HEXIM1"
"4373","HEXIM2"
"4374","HEY2"
"4375","HFE"
"4376","HGD"
"4377","HGF"
"4378","HGS"
"4379","HGSNAT"
"4380","HHAT"
"4381","HHEX"
"4382","HHLA3"
"4383","HIBADH"
"4384","HIBCH"
"4385","HIC1"
"4386","HIC2"
"4387","HID1"
"4388","HIF1A"
"4389","HIF1AN"
"4390","HIGD1A"
"4391","HIGD2A"
"4392","HILPDA"
"4393","HINFP"
"4394","HINT1"
"4395","HINT2"
"4396","HINT3"
"4397","HIP1"
"4398","HIP1R"
"4399","HIPK1"
"4400","HIPK2"
"4401","HIPK3"
"4402","HIRA"
"4403","HIRIP3"
"4404","HIST1H1C"
"4405","HIST1H1D"
"4406","HIST1H1E"
"4407","HIST1H2AC"
"4408","HIST1H2AE"
"4409","HIST1H2AG"
"4410","HIST1H2AK"
"4411","HIST1H2AL"
"4412","HIST1H2BC"
"4413","HIST1H2BD"
"4414","HIST1H2BG"
"4415","HIST1H2BH"
"4416","HIST1H2BJ"
"4417","HIST1H2BK"
"4418","HIST1H2BL"
"4419","HIST1H2BN"
"4420","HIST1H3A"
"4421","HIST1H3H"
"4422","HIST1H4A"
"4423","HIST1H4C"
"4424","HIST1H4E"
"4425","HIST1H4H"
"4426","HIST2H2AB"
"4427","HIST2H2AC"
"4428","HIST2H2BE"
"4429","HIST3H2A"
"4430","HIST4H4"
"4431","HIVEP1"
"4432","HIVEP2"
"4433","HIVEP3"
"4434","HK1"
"4435","HK2"
"4436","HK3"
"4437","HKDC1"
"4438","HKR1"
"4439","HLA-A"
"4440","HLA-B"
"4441","HLA-C"
"4442","HLA-DMA"
"4443","HLA-DMB"
"4444","HLA-DOA"
"4445","HLA-DOB"
"4446","HLA-DPA1"
"4447","HLA-DPB1"
"4448","HLA-DQA1"
"4449","HLA-DQA2"
"4450","HLA-DQB1"
"4451","HLA-DQB2"
"4452","HLA-DRA"
"4453","HLA-DRB1"
"4454","HLA-DRB5"
"4455","HLA-E"
"4456","HLA-F"
"4457","HLA-G"
"4458","HLCS"
"4459","HLTF"
"4460","HLX"
"4461","HM13"
"4462","HMBOX1"
"4463","HMBS"
"4464","HMCES"
"4465","HMG20A"
"4466","HMG20B"
"4467","HMGA1"
"4468","HMGA1P4"
"4469","HMGB1"
"4470","HMGB2"
"4471","HMGB3"
"4472","HMGCL"
"4473","HMGCR"
"4474","HMGCS1"
"4475","HMGN1"
"4476","HMGN2"
"4477","HMGN3"
"4478","HMGN3-AS1"
"4479","HMGN4"
"4480","HMGN5"
"4481","HMGXB3"
"4482","HMGXB4"
"4483","HMHA1"
"4484","HMMR"
"4485","HMOX1"
"4486","HMOX2"
"4487","HN1"
"4488","HN1L"
"4489","HNMT"
"4490","HNRNPA0"
"4491","HNRNPA1"
"4492","HNRNPA1L2"
"4493","HNRNPA2B1"
"4494","HNRNPA3"
"4495","HNRNPAB"
"4496","HNRNPC"
"4497","HNRNPD"
"4498","HNRNPDL"
"4499","HNRNPF"
"4500","HNRNPH1"
"4501","HNRNPH2"
"4502","HNRNPH3"
"4503","HNRNPK"
"4504","HNRNPL"
"4505","HNRNPLL"
"4506","HNRNPM"
"4507","HNRNPR"
"4508","HNRNPU"
"4509","HNRNPU-AS1"
"4510","HNRNPUL1"
"4511","HNRNPUL2"
"4512","HOMER1"
"4513","HOMER2"
"4514","HOMER3"
"4515","HOMEZ"
"4516","HOOK1"
"4517","HOOK2"
"4518","HOOK3"
"4519","HOPX"
"4520","HOTAIRM1"
"4521","HOXA-AS2"
"4522","HOXA10"
"4523","HOXA9"
"4524","HOXB-AS1"
"4525","HOXB2"
"4526","HOXB3"
"4527","HOXB4"
"4528","HP"
"4529","HP1BP3"
"4530","HPCAL1"
"4531","HPGD"
"4532","HPGDS"
"4533","HPRT1"
"4534","HPS1"
"4535","HPS3"
"4536","HPS4"
"4537","HPS5"
"4538","HPS6"
"4539","HPSE"
"4540","HRAS"
"4541","HRASLS2"
"4542","HRH2"
"4543","HRK"
"4544","HRSP12"
"4545","HS1BP3"
"4546","HS2ST1"
"4547","HS3ST1"
"4548","HS3ST3B1"
"4549","HS6ST1"
"4550","HSBP1"
"4551","HSBP1L1"
"4552","HSCB"
"4553","HSD11B1L"
"4554","HSD17B1"
"4555","HSD17B10"
"4556","HSD17B11"
"4557","HSD17B12"
"4558","HSD17B4"
"4559","HSD17B7"
"4560","HSD17B8"
"4561","HSDL1"
"4562","HSDL2"
"4563","HSF1"
"4564","HSF2"
"4565","HSF4"
"4566","HSF5"
"4567","HSH2D"
"4568","HSP90AA1"
"4569","HSP90AB1"
"4570","HSP90B1"
"4571","HSPA13"
"4572","HSPA14"
"4573","HSPA1A"
"4574","HSPA1B"
"4575","HSPA1L"
"4576","HSPA4"
"4577","HSPA5"
"4578","HSPA6"
"4579","HSPA8"
"4580","HSPA9"
"4581","HSPB1"
"4582","HSPB11"
"4583","HSPBAP1"
"4584","HSPBP1"
"4585","HSPD1"
"4586","HSPE1"
"4587","HSPH1"
"4588","HTATIP2"
"4589","HTATSF1"
"4590","HTRA2"
"4591","HTT"
"4592","HUS1"
"4593","HUS1B"
"4594","HUWE1"
"4595","HVCN1"
"4596","HYAL2"
"4597","HYAL3"
"4598","HYI"
"4599","HYKK"
"4600","HYLS1"
"4601","HYOU1"
"4602","HYPK"
"4603","IAH1"
"4604","IARS"
"4605","IARS2"
"4606","IBA57"
"4607","IBTK"
"4608","ICA1"
"4609","ICA1L"
"4610","ICAM1"
"4611","ICAM2"
"4612","ICAM3"
"4613","ICAM4"
"4614","ICK"
"4615","ICMT"
"4616","ICOS"
"4617","ICOSLG"
"4618","ICT1"
"4619","ID1"
"4620","ID2"
"4621","ID3"
"4622","IDE"
"4623","IDH1"
"4624","IDH1-AS1"
"4625","IDH2"
"4626","IDH3A"
"4627","IDH3B"
"4628","IDH3G"
"4629","IDI1"
"4630","IDNK"
"4631","IDUA"
"4632","IER2"
"4633","IER3"
"4634","IER5"
"4635","IER5L"
"4636","IFFO1"
"4637","IFFO2"
"4638","IFI16"
"4639","IFI27"
"4640","IFI27L1"
"4641","IFI27L2"
"4642","IFI30"
"4643","IFI35"
"4644","IFI44"
"4645","IFI44L"
"4646","IFI6"
"4647","IFIH1"
"4648","IFIT1"
"4649","IFIT2"
"4650","IFIT3"
"4651","IFIT5"
"4652","IFITM1"
"4653","IFITM10"
"4654","IFITM2"
"4655","IFITM3"
"4656","IFNAR1"
"4657","IFNAR2"
"4658","IFNG-AS1"
"4659","IFNGR1"
"4660","IFNGR2"
"4661","IFNL1"
"4662","IFRD1"
"4663","IFRD2"
"4664","IFT122"
"4665","IFT140"
"4666","IFT172"
"4667","IFT20"
"4668","IFT27"
"4669","IFT43"
"4670","IFT46"
"4671","IFT52"
"4672","IFT57"
"4673","IFT74"
"4674","IFT80"
"4675","IFT81"
"4676","IFT88"
"4677","IGBP1"
"4678","IGF1R"
"4679","IGF2BP2"
"4680","IGF2BP3"
"4681","IGF2R"
"4682","IGFBP2"
"4683","IGFBP4"
"4684","IGFBP6"
"4685","IGFBP7"
"4686","IGFLR1"
"4687","IGHD"
"4688","IGHM"
"4689","IGHMBP2"
"4690","IGIP"
"4691","IGKC"
"4692","IGKV4-1"
"4693","IGLC2"
"4694","IGLC3"
"4695","IGLC7"
"4696","IGLL1"
"4697","IGLL5"
"4698","IGLV1-40"
"4699","IGLV2-23"
"4700","IGLV3-1"
"4701","IGLV3-21"
"4702","IGLV6-57"
"4703","IGSF22"
"4704","IGSF6"
"4705","IGSF8"
"4706","IK"
"4707","IKBIP"
"4708","IKBKAP"
"4709","IKBKB"
"4710","IKBKE"
"4711","IKZF1"
"4712","IKZF2"
"4713","IKZF3"
"4714","IKZF4"
"4715","IKZF5"
"4716","IL10"
"4717","IL10RA"
"4718","IL10RB"
"4719","IL10RB-AS1"
"4720","IL11RA"
"4721","IL12A"
"4722","IL12RB1"
"4723","IL12RB2"
"4724","IL13RA1"
"4725","IL15"
"4726","IL15RA"
"4727","IL16"
"4728","IL17RA"
"4729","IL17RC"
"4730","IL17RE"
"4731","IL18"
"4732","IL18BP"
"4733","IL18R1"
"4734","IL18RAP"
"4735","IL1B"
"4736","IL1R1"
"4737","IL1R2"
"4738","IL1RAP"
"4739","IL1RN"
"4740","IL21R"
"4741","IL23A"
"4742","IL24"
"4743","IL27RA"
"4744","IL2RA"
"4745","IL2RB"
"4746","IL2RG"
"4747","IL32"
"4748","IL3RA"
"4749","IL4I1"
"4750","IL4R"
"4751","IL6R"
"4752","IL6ST"
"4753","IL7"
"4754","IL7R"
"4755","ILF2"
"4756","ILF3"
"4757","ILF3-AS1"
"4758","ILK"
"4759","ILKAP"
"4760","ILVBL"
"4761","IMMP1L"
"4762","IMMP2L"
"4763","IMMT"
"4764","IMP3"
"4765","IMP4"
"4766","IMPA1"
"4767","IMPA2"
"4768","IMPACT"
"4769","IMPAD1"
"4770","IMPDH1"
"4771","IMPDH2"
"4772","INADL"
"4773","INCENP"
"4774","INF2"
"4775","ING1"
"4776","ING2"
"4777","ING3"
"4778","ING4"
"4779","ING5"
"4780","INIP"
"4781","INO80"
"4782","INO80B"
"4783","INO80C"
"4784","INO80D"
"4785","INO80E"
"4786","INPP1"
"4787","INPP4A"
"4788","INPP4B"
"4789","INPP5A"
"4790","INPP5B"
"4791","INPP5D"
"4792","INPP5E"
"4793","INPP5F"
"4794","INPP5K"
"4795","INPPL1"
"4796","INSIG1"
"4797","INSIG2"
"4798","INSL3"
"4799","INSR"
"4800","INTS1"
"4801","INTS10"
"4802","INTS12"
"4803","INTS2"
"4804","INTS3"
"4805","INTS4"
"4806","INTS5"
"4807","INTS6"
"4808","INTS6-AS1"
"4809","INTS7"
"4810","INTS8"
"4811","INTS9"
"4812","INVS"
"4813","IP6K1"
"4814","IP6K2"
"4815","IPCEF1"
"4816","IPMK"
"4817","IPO11"
"4818","IPO13"
"4819","IPO4"
"4820","IPO5"
"4821","IPO7"
"4822","IPO8"
"4823","IPO9"
"4824","IPO9-AS1"
"4825","IPP"
"4826","IPPK"
"4827","IQCB1"
"4828","IQCE"
"4829","IQCG"
"4830","IQCH-AS1"
"4831","IQCK"
"4832","IQGAP1"
"4833","IQGAP2"
"4834","IQSEC1"
"4835","IQSEC2"
"4836","IRAK1"
"4837","IRAK1BP1"
"4838","IRAK2"
"4839","IRAK3"
"4840","IRAK4"
"4841","IREB2"
"4842","IRF1"
"4843","IRF2"
"4844","IRF2BP1"
"4845","IRF2BP2"
"4846","IRF2BPL"
"4847","IRF3"
"4848","IRF4"
"4849","IRF5"
"4850","IRF7"
"4851","IRF8"
"4852","IRF9"
"4853","IRGQ"
"4854","IRS2"
"4855","ISCA1"
"4856","ISCA2"
"4857","ISCU"
"4858","ISG15"
"4859","ISG20"
"4860","ISG20L2"
"4861","ISOC1"
"4862","ISOC2"
"4863","ISPD"
"4864","IST1"
"4865","ISY1"
"4866","ISYNA1"
"4867","ITCH"
"4868","ITFG1"
"4869","ITFG2"
"4870","ITGA1"
"4871","ITGA10"
"4872","ITGA2B"
"4873","ITGA4"
"4874","ITGA5"
"4875","ITGA6"
"4876","ITGAE"
"4877","ITGAL"
"4878","ITGAM"
"4879","ITGAV"
"4880","ITGAX"
"4881","ITGB1"
"4882","ITGB1BP1"
"4883","ITGB2"
"4884","ITGB2-AS1"
"4885","ITGB3BP"
"4886","ITGB7"
"4887","ITIH4"
"4888","ITK"
"4889","ITM2A"
"4890","ITM2B"
"4891","ITM2C"
"4892","ITPA"
"4893","ITPK1"
"4894","ITPK1-AS1"
"4895","ITPKB"
"4896","ITPKB-AS1"
"4897","ITPKC"
"4898","ITPR1"
"4899","ITPR2"
"4900","ITPR3"
"4901","ITPRIP"
"4902","ITPRIPL1"
"4903","ITPRIPL2"
"4904","ITSN1"
"4905","ITSN2"
"4906","IVD"
"4907","IVNS1ABP"
"4908","IWS1"
"4909","IZUMO4"
"4910","JAG1"
"4911","JAGN1"
"4912","JAK1"
"4913","JAK2"
"4914","JAK3"
"4915","JAKMIP2"
"4916","JAM3"
"4917","JARID2"
"4918","JARID2-AS1"
"4919","JAZF1"
"4920","JDP2"
"4921","JHDM1D-AS1"
"4922","JKAMP"
"4923","JMJD1C"
"4924","JMJD4"
"4925","JMJD6"
"4926","JMJD7-PLA2G4B"
"4927","JMJD8"
"4928","JMY"
"4929","JOSD1"
"4930","JOSD2"
"4931","JPX"
"4932","JRK"
"4933","JRKL"
"4934","JSRP1"
"4935","JTB"
"4936","JUN"
"4937","JUNB"
"4938","JUND"
"4939","JUP"
"4940","KALRN"
"4941","KANK1"
"4942","KANK3"
"4943","KANSL1"
"4944","KANSL1-AS1"
"4945","KANSL1L"
"4946","KANSL2"
"4947","KANSL3"
"4948","KARS"
"4949","KAT2A"
"4950","KAT2B"
"4951","KAT5"
"4952","KAT6A"
"4953","KAT6B"
"4954","KAT7"
"4955","KAT8"
"4956","KATNA1"
"4957","KATNAL1"
"4958","KATNAL2"
"4959","KATNB1"
"4960","KATNBL1"
"4961","KB-1208A12.3"
"4962","KB-1460A1.5"
"4963","KB-1507C5.4"
"4964","KB-1732A1.1"
"4965","KBTBD11"
"4966","KBTBD2"
"4967","KBTBD3"
"4968","KBTBD6"
"4969","KBTBD7"
"4970","KBTBD8"
"4971","KCMF1"
"4972","KCNA3"
"4973","KCNAB2"
"4974","KCNAB3"
"4975","KCNC3"
"4976","KCNC4"
"4977","KCNE1"
"4978","KCNE3"
"4979","KCNH2"
"4980","KCNH3"
"4981","KCNIP2"
"4982","KCNJ14"
"4983","KCNK12"
"4984","KCNK17"
"4985","KCNK6"
"4986","KCNK7"
"4987","KCNMB1"
"4988","KCNMB3"
"4989","KCNMB4"
"4990","KCNN1"
"4991","KCNN4"
"4992","KCNQ1"
"4993","KCNQ1OT1"
"4994","KCNQ5"
"4995","KCNRG"
"4996","KCTD10"
"4997","KCTD11"
"4998","KCTD13"
"4999","KCTD15"
"5000","KCTD17"
"5001","KCTD18"
"5002","KCTD2"
"5003","KCTD20"
"5004","KCTD21"
"5005","KCTD21-AS1"
"5006","KCTD3"
"5007","KCTD5"
"5008","KCTD6"
"5009","KCTD7"
"5010","KCTD9"
"5011","KDELC2"
"5012","KDELR1"
"5013","KDELR2"
"5014","KDM1A"
"5015","KDM1B"
"5016","KDM2A"
"5017","KDM2B"
"5018","KDM3A"
"5019","KDM3B"
"5020","KDM4A"
"5021","KDM4A-AS1"
"5022","KDM4B"
"5023","KDM4C"
"5024","KDM5A"
"5025","KDM5B"
"5026","KDM5C"
"5027","KDM6A"
"5028","KDM6B"
"5029","KDM8"
"5030","KDSR"
"5031","KEAP1"
"5032","KHDC1"
"5033","KHDRBS1"
"5034","KHK"
"5035","KHNYN"
"5036","KHSRP"
"5037","KIAA0040"
"5038","KIAA0100"
"5039","KIAA0101"
"5040","KIAA0125"
"5041","KIAA0141"
"5042","KIAA0196"
"5043","KIAA0226L"
"5044","KIAA0232"
"5045","KIAA0319L"
"5046","KIAA0355"
"5047","KIAA0368"
"5048","KIAA0430"
"5049","KIAA0513"
"5050","KIAA0556"
"5051","KIAA0586"
"5052","KIAA0753"
"5053","KIAA0825"
"5054","KIAA0895L"
"5055","KIAA0907"
"5056","KIAA0922"
"5057","KIAA0930"
"5058","KIAA1033"
"5059","KIAA1107"
"5060","KIAA1109"
"5061","KIAA1143"
"5062","KIAA1147"
"5063","KIAA1191"
"5064","KIAA1324"
"5065","KIAA1324L"
"5066","KIAA1328"
"5067","KIAA1429"
"5068","KIAA1468"
"5069","KIAA1524"
"5070","KIAA1551"
"5071","KIAA1586"
"5072","KIAA1671"
"5073","KIAA1683"
"5074","KIAA1715"
"5075","KIAA1841"
"5076","KIAA1919"
"5077","KIAA1958"
"5078","KIAA2013"
"5079","KIAA2026"
"5080","KIDINS220"
"5081","KIF11"
"5082","KIF13A"
"5083","KIF13B"
"5084","KIF16B"
"5085","KIF18A"
"5086","KIF19"
"5087","KIF1B"
"5088","KIF1C"
"5089","KIF20B"
"5090","KIF21B"
"5091","KIF22"
"5092","KIF23"
"5093","KIF27"
"5094","KIF2A"
"5095","KIF2C"
"5096","KIF3A"
"5097","KIF3B"
"5098","KIF5B"
"5099","KIF9"
"5100","KIF9-AS1"
"5101","KIFAP3"
"5102","KIFC1"
"5103","KIFC2"
"5104","KIFC3"
"5105","KIN"
"5106","KISS1R"
"5107","KLC1"
"5108","KLC2"
"5109","KLC4"
"5110","KLF10"
"5111","KLF11"
"5112","KLF12"
"5113","KLF13"
"5114","KLF16"
"5115","KLF2"
"5116","KLF3"
"5117","KLF4"
"5118","KLF5"
"5119","KLF6"
"5120","KLF7"
"5121","KLF8"
"5122","KLF9"
"5123","KLHDC1"
"5124","KLHDC10"
"5125","KLHDC2"
"5126","KLHDC3"
"5127","KLHDC4"
"5128","KLHDC7B"
"5129","KLHDC8B"
"5130","KLHL11"
"5131","KLHL12"
"5132","KLHL15"
"5133","KLHL17"
"5134","KLHL18"
"5135","KLHL2"
"5136","KLHL20"
"5137","KLHL21"
"5138","KLHL22"
"5139","KLHL23"
"5140","KLHL24"
"5141","KLHL25"
"5142","KLHL26"
"5143","KLHL28"
"5144","KLHL29"
"5145","KLHL3"
"5146","KLHL32"
"5147","KLHL34"
"5148","KLHL35"
"5149","KLHL36"
"5150","KLHL42"
"5151","KLHL5"
"5152","KLHL6"
"5153","KLHL7"
"5154","KLHL8"
"5155","KLHL9"
"5156","KLK1"
"5157","KLRB1"
"5158","KLRC1"
"5159","KLRC2"
"5160","KLRC4"
"5161","KLRD1"
"5162","KLRF1"
"5163","KLRG1"
"5164","KLRK1"
"5165","KMO"
"5166","KMT2A"
"5167","KMT2B"
"5168","KMT2C"
"5169","KMT2D"
"5170","KMT2E"
"5171","KMT2E-AS1"
"5172","KNOP1"
"5173","KNSTRN"
"5174","KNTC1"
"5175","KPNA1"
"5176","KPNA2"
"5177","KPNA3"
"5178","KPNA4"
"5179","KPNA5"
"5180","KPNA6"
"5181","KPNB1"
"5182","KPTN"
"5183","KRAS"
"5184","KRBA1"
"5185","KRBA2"
"5186","KRBOX4"
"5187","KRCC1"
"5188","KRI1"
"5189","KRIT1"
"5190","KRR1"
"5191","KRT1"
"5192","KRT10"
"5193","KRT18"
"5194","KRT2"
"5195","KRT72"
"5196","KRT73"
"5197","KRT8"
"5198","KRTCAP2"
"5199","KRTCAP3"
"5200","KSR1"
"5201","KTI12"
"5202","KTN1"
"5203","KTN1-AS1"
"5204","KXD1"
"5205","KYNU"
"5206","L2HGDH"
"5207","L3HYPDH"
"5208","L3MBTL1"
"5209","L3MBTL2"
"5210","L3MBTL3"
"5211","L3MBTL4"
"5212","LA16c-358B7.3"
"5213","LA16c-431H6.6"
"5214","LA16c-OS12.2"
"5215","LACC1"
"5216","LACE1"
"5217","LACTB"
"5218","LACTB2"
"5219","LAG3"
"5220","LAGE3"
"5221","LAIR1"
"5222","LAIR2"
"5223","LAMB1"
"5224","LAMB2"
"5225","LAMC1"
"5226","LAMP1"
"5227","LAMP2"
"5228","LAMP5"
"5229","LAMTOR1"
"5230","LAMTOR2"
"5231","LAMTOR3"
"5232","LAMTOR4"
"5233","LAMTOR5"
"5234","LANCL1"
"5235","LANCL2"
"5236","LANCL3"
"5237","LAP3"
"5238","LAPTM4A"
"5239","LAPTM4B"
"5240","LAPTM5"
"5241","LARGE"
"5242","LARP1"
"5243","LARP1B"
"5244","LARP4"
"5245","LARP4B"
"5246","LARP7"
"5247","LARS"
"5248","LARS2"
"5249","LAS1L"
"5250","LASP1"
"5251","LAT"
"5252","LAT2"
"5253","LATS1"
"5254","LATS2"
"5255","LATS2-AS1"
"5256","LAX1"
"5257","LBH"
"5258","LBR"
"5259","LCAT"
"5260","LCK"
"5261","LCLAT1"
"5262","LCMT1"
"5263","LCMT2"
"5264","LCNL1"
"5265","LCOR"
"5266","LCORL"
"5267","LCP1"
"5268","LCP2"
"5269","LCTL"
"5270","LDB1"
"5271","LDHA"
"5272","LDHB"
"5273","LDLR"
"5274","LDLRAD3"
"5275","LDLRAD4"
"5276","LDLRAP1"
"5277","LDOC1"
"5278","LDOC1L"
"5279","LEAP2"
"5280","LEF1"
"5281","LEMD2"
"5282","LEMD3"
"5283","LENG1"
"5284","LENG8"
"5285","LENG8-AS1"
"5286","LENG9"
"5287","LEO1"
"5288","LEPR"
"5289","LEPROT"
"5290","LEPROTL1"
"5291","LETM1"
"5292","LETM2"
"5293","LETMD1"
"5294","LFNG"
"5295","LGALS1"
"5296","LGALS12"
"5297","LGALS2"
"5298","LGALS3"
"5299","LGALS3BP"
"5300","LGALS4"
"5301","LGALS8"
"5302","LGALS9"
"5303","LGALS9B"
"5304","LGMN"
"5305","LGR6"
"5306","LHFPL2"
"5307","LHPP"
"5308","LIAS"
"5309","LIG1"
"5310","LIG3"
"5311","LIG4"
"5312","LILRA1"
"5313","LILRA2"
"5314","LILRA4"
"5315","LILRA5"
"5316","LILRA6"
"5317","LILRB1"
"5318","LILRB2"
"5319","LILRB3"
"5320","LILRB4"
"5321","LIMA1"
"5322","LIMD1"
"5323","LIMD2"
"5324","LIMK1"
"5325","LIMK2"
"5326","LIMS1"
"5327","LIMS2"
"5328","LIN37"
"5329","LIN52"
"5330","LIN54"
"5331","LIN7A"
"5332","LIN7B"
"5333","LIN7C"
"5334","LIN9"
"5335","LINC00094"
"5336","LINC00106"
"5337","LINC00115"
"5338","LINC00116"
"5339","LINC00152"
"5340","LINC00176"
"5341","LINC00205"
"5342","LINC00243"
"5343","LINC00264"
"5344","LINC00299"
"5345","LINC00324"
"5346","LINC00339"
"5347","LINC00342"
"5348","LINC00402"
"5349","LINC00426"
"5350","LINC00449"
"5351","LINC00467"
"5352","LINC00482"
"5353","LINC00493"
"5354","LINC00511"
"5355","LINC00526"
"5356","LINC00528"
"5357","LINC00539"
"5358","LINC00562"
"5359","LINC00618"
"5360","LINC00630"
"5361","LINC00638"
"5362","LINC00649"
"5363","LINC00657"
"5364","LINC00662"
"5365","LINC00665"
"5366","LINC00667"
"5367","LINC00672"
"5368","LINC00680"
"5369","LINC00685"
"5370","LINC00694"
"5371","LINC00843"
"5372","LINC00847"
"5373","LINC00852"
"5374","LINC00861"
"5375","LINC00863"
"5376","LINC00865"
"5377","LINC00877"
"5378","LINC00884"
"5379","LINC00886"
"5380","LINC00893"
"5381","LINC00894"
"5382","LINC00909"
"5383","LINC00910"
"5384","LINC00920"
"5385","LINC00926"
"5386","LINC00936"
"5387","LINC00937"
"5388","LINC00954"
"5389","LINC00957"
"5390","LINC00959"
"5391","LINC00969"
"5392","LINC00987"
"5393","LINC00996"
"5394","LINC00998"
"5395","LINC01003"
"5396","LINC01004"
"5397","LINC01011"
"5398","LINC01023"
"5399","LINC01024"
"5400","LINC01063"
"5401","LINGO2"
"5402","LINGO3"
"5403","LIPA"
"5404","LIPC"
"5405","LIPE"
"5406","LIPE-AS1"
"5407","LIPT1"
"5408","LIPT2"
"5409","LITAF"
"5410","LIX1L"
"5411","LL0XNC01-116E7.2"
"5412","LL0XNC01-7P3.1"
"5413","LL21NC02-1C16.2"
"5414","LL22NC03-2H8.5"
"5415","LL22NC03-86G7.1"
"5416","LLGL1"
"5417","LLGL2"
"5418","LLPH"
"5419","LMAN1"
"5420","LMAN2"
"5421","LMAN2L"
"5422","LMBR1"
"5423","LMBR1L"
"5424","LMBRD1"
"5425","LMBRD2"
"5426","LMF1"
"5427","LMF2"
"5428","LMLN"
"5429","LMNA"
"5430","LMNB1"
"5431","LMNB2"
"5432","LMO2"
"5433","LMO4"
"5434","LMO7"
"5435","LMOD3"
"5436","LMTK2"
"5437","LNPEP"
"5438","LNX1"
"5439","LNX2"
"5440","LOH12CR2"
"5441","LONP1"
"5442","LONP2"
"5443","LONRF1"
"5444","LONRF3"
"5445","LOXL1"
"5446","LOXL1-AS1"
"5447","LOXL3"
"5448","LPAR2"
"5449","LPAR5"
"5450","LPAR6"
"5451","LPCAT1"
"5452","LPCAT2"
"5453","LPCAT3"
"5454","LPCAT4"
"5455","LPGAT1"
"5456","LPIN1"
"5457","LPIN2"
"5458","LPP"
"5459","LPP-AS2"
"5460","LPXN"
"5461","LRBA"
"5462","LRCH1"
"5463","LRCH3"
"5464","LRCH4"
"5465","LRFN1"
"5466","LRFN3"
"5467","LRFN4"
"5468","LRG1"
"5469","LRIF1"
"5470","LRIG1"
"5471","LRIG2"
"5472","LRMP"
"5473","LRP1"
"5474","LRP10"
"5475","LRP12"
"5476","LRP2BP"
"5477","LRP5L"
"5478","LRP6"
"5479","LRP8"
"5480","LRPAP1"
"5481","LRPPRC"
"5482","LRR1"
"5483","LRRC1"
"5484","LRRC14"
"5485","LRRC16A"
"5486","LRRC20"
"5487","LRRC23"
"5488","LRRC24"
"5489","LRRC25"
"5490","LRRC27"
"5491","LRRC28"
"5492","LRRC29"
"5493","LRRC34"
"5494","LRRC36"
"5495","LRRC37A2"
"5496","LRRC37A3"
"5497","LRRC37B"
"5498","LRRC40"
"5499","LRRC41"
"5500","LRRC42"
"5501","LRRC45"
"5502","LRRC47"
"5503","LRRC56"
"5504","LRRC57"
"5505","LRRC58"
"5506","LRRC59"
"5507","LRRC6"
"5508","LRRC61"
"5509","LRRC69"
"5510","LRRC7"
"5511","LRRC8B"
"5512","LRRC8C"
"5513","LRRC8D"
"5514","LRRCC1"
"5515","LRRFIP1"
"5516","LRRFIP2"
"5517","LRRIQ3"
"5518","LRRK1"
"5519","LRRK2"
"5520","LRRN3"
"5521","LRSAM1"
"5522","LRTOMT"
"5523","LRWD1"
"5524","LSG1"
"5525","LSM1"
"5526","LSM10"
"5527","LSM11"
"5528","LSM14A"
"5529","LSM14B"
"5530","LSM2"
"5531","LSM3"
"5532","LSM4"
"5533","LSM5"
"5534","LSM6"
"5535","LSM7"
"5536","LSR"
"5537","LSS"
"5538","LST1"
"5539","LTA"
"5540","LTA4H"
"5541","LTB"
"5542","LTB4R"
"5543","LTB4R2"
"5544","LTBP3"
"5545","LTBP4"
"5546","LTBR"
"5547","LTN1"
"5548","LTV1"
"5549","LUC7L"
"5550","LUC7L3"
"5551","LUCAT1"
"5552","LUZP1"
"5553","LXN"
"5554","LY6E"
"5555","LY6G5C"
"5556","LY75"
"5557","LY86"
"5558","LY86-AS1"
"5559","LY9"
"5560","LY96"
"5561","LYAR"
"5562","LYG2"
"5563","LYL1"
"5564","LYN"
"5565","LYPD3"
"5566","LYPLA1"
"5567","LYPLA2"
"5568","LYPLAL1"
